1.034139 & [0, 0, 3, 0, 1, 1, 0, 0, 0, 2, 3]
1.034139 & [2, 0, 0, 0, 0, 0, 2, 3, 1, 0, 1]
1.034139 & [2, 2, 0, 2, 1, 2, 1, 0, 0, 2, 0]
0.911044 & [1, 1, 1, 1, 0, 1, 4, 2, 3, 1, 1]
0.911044 & [0, 0, 0, 1, 4, 2, 0, 0, 0, 0, 3]
0.874280 & [0, 0, 0, 0, 0, 2, 0, 0, 0, 3, 1]
0.911044 & [0, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2]
0.974126 & [2, 2, 2, 3, 1, 2, 1, 1, 2, 0, 0]
0.974126 & [0, 1, 2, 1, 1, 0, 2, 3, 0, 0, 0]
0.944713 & [1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]
0.974126 & [2, 0, 0, 1, 1, 1, 0, 0, 2, 3, 0]
0.915016 & [3, 1, 2, 3, 0, 5, 1, 4, 3, 3, 3]
1.034139 & [1, 1, 1, 3, 0, 0, 1, 2, 1, 1, 2]
1.034139 & [0, 0, 3, 0, 1, 2, 1, 0, 0, 2, 0]
0.915016 & [2, 0, 0, 5, 3, 4, 2, 0, 1, 0, 0]
1.153798 & [0, 1, 3, 0, 2, 4, 0, 3, 3, 2, 3]
1.097315 & [1, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0]
1.153798 & [0, 1, 1, 1, 4, 0, 2, 2, 3, 1, 0]
1.198696 & [1, 1, 2, 1, 1, 3, 0, 1, 0, 0, 4]
1.251336 & [0, 1, 3, 4, 0, 1, 2, 0, 0, 0, 0]
1.153798 & [4, 1, 1, 3, 2, 1, 2, 0, 0, 0, 1]
1.251336 & [1, 0, 0, 0, 0, 0, 0, 1, 4, 3, 2]
1.251336 & [0, 0, 1, 0, 2, 3, 1, 1, 0, 0, 1]
1.153798 & [3, 4, 0, 0, 2, 1, 0, 1, 1, 1, 2]
1.153798 & [0, 0, 0, 1, 2, 2, 1, 4, 3, 0, 1]
1.119354 & [1, 4, 3, 4, 4, 0, 2, 0, 0, 3, 5]
1.153798 & [3, 0, 0, 1, 0, 4, 0, 2, 2, 1, 2]
1.153798 & [1, 4, 1, 4, 4, 1, 0, 1, 2, 2, 3]
1.153798 & [2, 1, 1, 0, 0, 0, 2, 1, 1, 4, 3]
1.153798 & [3, 1, 3, 1, 0, 0, 3, 3, 4, 1, 2]
1.251336 & [1, 2, 2, 1, 0, 2, 2, 1, 1, 1, 3]
1.198696 & [1, 0, 1, 1, 1, 0, 0, 2, 3, 1, 4]
1.198696 & [0, 4, 0, 0, 1, 2, 2, 0, 2, 3, 0]
1.108380 & [3, 1, 4, 5, 1, 6, 0, 0, 2, 2, 4]
1.251336 & [2, 3, 2, 2, 0, 2, 0, 1, 0, 0, 0]
1.153798 & [0, 0, 1, 0, 2, 1, 3, 1, 4, 1, 2]
1.153798 & [4, 4, 0, 0, 1, 2, 0, 0, 1, 3, 1]
1.153798 & [1, 1, 1, 2, 0, 0, 2, 3, 0, 4, 1]
1.153798 & [0, 0, 2, 0, 3, 4, 1, 3, 2, 0, 3]
1.153798 & [3, 1, 2, 1, 0, 4, 0, 0, 0, 2, 2]
1.119354 & [2, 3, 3, 0, 5, 2, 4, 4, 1, 2, 4]
1.153798 & [2, 1, 2, 0, 0, 0, 3, 4, 0, 1, 1]
1.153798 & [0, 0, 1, 1, 4, 0, 2, 2, 2, 0, 3]
1.153798 & [2, 2, 0, 2, 2, 1, 0, 4, 0, 3, 1]
1.198696 & [1, 1, 3, 0, 1, 2, 2, 1, 3, 3, 3]
1.451454 & [2, 2, 0, 2, 1, 4, 0, 3, 1, 0, 1]
1.451454 & [2, 1, 1, 1, 0, 2, 3, 2, 0, 4, 0]
1.451454 & [0, 1, 2, 0, 1, 3, 0, 4, 1, 4, 4]
1.380876 & [2, 2, 2, 2, 0, 1, 2, 3, 3, 2, 2]
1.451454 & [4, 1, 4, 4, 1, 2, 0, 1, 3, 0, 0]
1.473102 & [1, 1, 1, 0, 2, 4, 2, 4, 5, 0, 3]
1.468101 & [0, 0, 3, 0, 1, 1, 2, 1, 0, 2, 2]
1.468101 & [1, 0, 3, 1, 2, 2, 2, 1, 1, 0, 0]
1.468101 & [0, 3, 2, 0, 0, 1, 1, 1, 0, 2, 2]
1.380876 & [0, 0, 3, 0, 0, 2, 2, 0, 1, 0, 0]
1.451454 & [2, 0, 3, 0, 2, 4, 4, 2, 1, 1, 2]
1.330140 & [1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 1]
1.473102 & [1, 5, 1, 3, 2, 4, 3, 2, 0, 2, 0]
1.451454 & [0, 1, 0, 2, 2, 4, 4, 0, 3, 0, 1]
1.451454 & [0, 3, 2, 2, 0, 0, 4, 4, 1, 4, 2]
1.468101 & [1, 1, 1, 3, 0, 1, 1, 2, 0, 4, 4]
1.451454 & [1, 0, 1, 0, 2, 2, 1, 3, 3, 1, 4]
1.473102 & [3, 0, 0, 1, 4, 2, 5, 5, 3, 5, 2]
1.468101 & [2, 3, 1, 2, 0, 4, 1, 1, 3, 1, 1]
1.505313 & [2, 0, 2, 1, 0, 0, 0, 1, 2, 1, 1]
1.451454 & [4, 0, 0, 1, 5, 5, 5, 2, 0, 3, 0]
1.473102 & [0, 2, 1, 1, 0, 3, 3, 5, 3, 4, 4]
1.468101 & [1, 1, 2, 0, 1, 0, 0, 3, 3, 0, 3]
1.468101 & [4, 1, 0, 2, 2, 3, 3, 2, 1, 2, 2]
1.451454 & [5, 2, 1, 3, 4, 3, 3, 0, 3, 0, 0]
1.468101 & [2, 0, 0, 2, 3, 0, 2, 1, 1, 1, 2]
1.468101 & [2, 1, 2, 2, 1, 1, 1, 2, 3, 0, 4]
1.468101 & [1, 1, 4, 2, 0, 0, 3, 2, 0, 0, 0]
1.468101 & [1, 1, 0, 1, 1, 0, 3, 4, 2, 2, 1]
1.468101 & [0, 2, 1, 1, 0, 0, 1, 2, 3, 2, 2]
1.557683 & [0, 0, 0, 0, 1, 3, 0, 1, 0, 2, 1]
1.557683 & [1, 0, 0, 0, 3, 2, 2, 0, 0, 2, 0]
1.705739 & [2, 0, 2, 0, 0, 1, 2, 0, 0, 0, 0]
1.624097 & [2, 2, 2, 2, 2, 0, 1, 3, 2, 2, 4]
1.557683 & [1, 1, 3, 2, 0, 0, 0, 0, 0, 0, 1]
1.557683 & [0, 0, 3, 0, 0, 2, 1, 1, 1, 0, 0]
1.557683 & [3, 0, 1, 2, 1, 0, 0, 1, 1, 1, 1]
1.557683 & [2, 0, 3, 1, 0, 2, 2, 0, 0, 0, 0]
1.557683 & [0, 2, 1, 1, 1, 0, 0, 0, 3, 0, 0]
1.555956 & [0, 0, 0, 0, 3, 1, 0, 0, 2, 0, 0]
1.624097 & [1, 1, 1, 1, 1, 4, 2, 1, 1, 0, 3]
1.557683 & [0, 2, 0, 2, 2, 3, 0, 0, 0, 1, 0]
1.624097 & [1, 3, 2, 2, 2, 4, 0, 2, 2, 2, 2]
1.705739 & [0, 0, 1, 0, 0, 2, 2, 2, 0, 0, 0]
1.557683 & [1, 2, 2, 2, 2, 2, 0, 0, 3, 0, 2]
1.557683 & [1, 2, 0, 1, 2, 3, 2, 1, 1, 1, 1]
1.557683 & [0, 0, 3, 1, 2, 2, 2, 2, 2, 0, 2]
1.557683 & [0, 0, 0, 3, 0, 0, 1, 0, 2, 2, 2]
1.610773 & [3, 3, 2, 1, 1, 0, 6, 4, 0, 5, 7]
1.670641 & [0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]
1.557683 & [3, 1, 1, 0, 1, 0, 2, 0, 0, 0, 0]
1.557683 & [0, 1, 0, 0, 1, 1, 3, 2, 0, 0, 0]
1.557683 & [0, 2, 0, 0, 2, 2, 2, 2, 2, 1, 3]
1.624097 & [0, 0, 0, 0, 4, 0, 0, 0, 3, 2, 1]
1.557683 & [1, 2, 1, 1, 1, 1, 1, 2, 2, 0, 3]
1.555956 & [1, 1, 1, 1, 1, 3, 2, 1, 0, 1, 1]
1.557683 & [1, 0, 2, 1, 1, 3, 3, 3, 1, 1, 1]
1.705739 & [2, 1, 2, 1, 2, 0, 1, 1, 1, 1, 1]
1.624097 & [3, 3, 3, 3, 2, 0, 3, 3, 4, 1, 3]
1.557683 & [1, 1, 2, 1, 3, 2, 2, 0, 2, 2, 2]
1.959398 & [2, 2, 4, 4, 0, 1, 5, 0, 3, 1, 3]
1.826449 & [3, 0, 2, 0, 4, 4, 4, 2, 1, 1, 0]
1.826449 & [2, 3, 0, 2, 4, 0, 3, 1, 0, 1, 1]
1.959398 & [5, 3, 4, 3, 0, 6, 2, 1, 1, 0, 0]
1.826449 & [0, 4, 2, 0, 1, 3, 1, 1, 5, 5, 1]
1.826449 & [4, 2, 2, 0, 0, 3, 1, 1, 1, 0, 3]
1.839667 & [0, 0, 1, 1, 1, 1, 1, 1, 3, 3, 2]
1.802393 & [0, 0, 0, 3, 1, 0, 0, 3, 2, 3, 2]
1.802393 & [1, 2, 1, 2, 0, 1, 0, 0, 0, 3, 0]
1.826449 & [4, 2, 1, 0, 5, 1, 3, 3, 3, 2, 3]
1.826449 & [2, 0, 0, 1, 4, 2, 2, 3, 1, 1, 3]
1.802393 & [2, 0, 2, 2, 0, 2, 3, 1, 1, 2, 1]
1.826449 & [0, 0, 2, 3, 4, 1, 1, 5, 0, 0, 5]
1.802393 & [3, 1, 1, 0, 0, 2, 2, 1, 1, 0, 1]
1.826449 & [3, 3, 2, 2, 4, 4, 2, 0, 4, 1, 0]
1.826449 & [2, 2, 4, 1, 0, 1, 1, 0, 3, 0, 3]
1.826449 & [1, 0, 4, 4, 3, 0, 1, 2, 2, 2, 0]
1.839667 & [1, 1, 0, 1, 0, 3, 2, 2, 1, 1, 1]
1.826449 & [3, 4, 0, 0, 0, 0, 2, 1, 1, 5, 2]
1.839667 & [0, 2, 0, 0, 0, 3, 3, 0, 1, 1, 0]
1.826449 & [0, 2, 1, 1, 2, 0, 3, 4, 1, 4, 4]
1.826449 & [1, 1, 2, 2, 2, 0, 1, 3, 0, 4, 4]
1.826449 & [5, 3, 1, 1, 2, 4, 0, 2, 2, 3, 2]
1.959398 & [2, 2, 2, 0, 1, 0, 1, 4, 6, 5, 3]
1.826449 & [3, 2, 1, 5, 2, 4, 0, 0, 0, 1, 0]
1.826449 & [4, 0, 0, 0, 2, 0, 2, 5, 3, 1, 5]
1.826449 & [2, 1, 1, 3, 2, 1, 0, 4, 0, 4, 4]
1.802393 & [3, 0, 0, 3, 1, 1, 2, 1, 0, 1, 1]
1.802393 & [0, 1, 1, 1, 0, 0, 1, 1, 3, 3, 2]
1.826449 & [0, 1, 2, 0, 1, 2, 4, 0, 3, 3, 3]
2.150695 & [2, 2, 3, 0, 1, 3, 3, 3, 1, 1, 1]
2.162908 & [0, 2, 0, 0, 3, 0, 0, 2, 1, 2, 2]
2.162908 & [4, 0, 4, 3, 1, 1, 1, 1, 2, 1, 1]
2.150695 & [0, 2, 2, 2, 3, 1, 0, 4, 0, 0, 0]
2.162908 & [0, 0, 4, 1, 2, 3, 1, 0, 0, 0, 0]
2.150695 & [1, 1, 2, 3, 0, 1, 1, 1, 4, 4, 4]
2.150695 & [0, 2, 2, 0, 0, 3, 3, 3, 1, 3, 0]
2.162908 & [1, 3, 1, 1, 0, 0, 1, 0, 0, 0, 2]
2.150695 & [0, 0, 3, 0, 4, 4, 4, 1, 0, 0, 2]
2.150695 & [0, 0, 1, 0, 4, 4, 4, 0, 2, 0, 3]
2.150695 & [0, 3, 3, 1, 0, 0, 0, 1, 1, 2, 1]
2.162908 & [4, 4, 3, 4, 2, 0, 0, 4, 4, 1, 4]
2.150695 & [3, 3, 1, 3, 0, 0, 0, 3, 0, 2, 2]
2.150695 & [0, 1, 0, 0, 0, 0, 2, 3, 2, 4, 2]
2.150695 & [0, 1, 0, 0, 0, 2, 4, 4, 4, 0, 3]
2.150695 & [2, 1, 4, 1, 3, 0, 0, 0, 0, 0, 1]
2.150695 & [0, 3, 0, 1, 1, 1, 2, 3, 3, 1, 3]
2.150695 & [3, 4, 3, 3, 1, 3, 0, 3, 2, 2, 2]
2.162908 & [0, 1, 1, 3, 2, 2, 2, 2, 4, 2, 2]
2.162908 & [4, 1, 1, 1, 1, 1, 1, 0, 2, 2, 3]
2.150695 & [2, 0, 2, 2, 4, 4, 4, 2, 3, 2, 1]
2.162908 & [3, 1, 1, 1, 4, 0, 0, 1, 1, 1, 2]
2.150695 & [2, 2, 3, 2, 3, 0, 0, 0, 1, 0, 2]
2.150695 & [0, 3, 3, 0, 0, 1, 0, 2, 1, 1, 1]
2.162908 & [1, 1, 1, 1, 3, 1, 4, 2, 0, 0, 1]
2.162908 & [0, 0, 0, 0, 1, 2, 4, 0, 1, 0, 3]
2.162908 & [1, 1, 1, 1, 4, 1, 0, 1, 3, 3, 2]
2.150695 & [0, 2, 0, 3, 3, 0, 1, 1, 0, 1, 1]
2.162908 & [2, 2, 1, 2, 0, 0, 2, 0, 3, 0, 0]
2.162908 & [3, 1, 1, 1, 1, 0, 0, 0, 1, 2, 0]
2.307493 & [0, 2, 3, 1, 5, 3, 3, 4, 4, 0, 4]
2.185519 & [2, 0, 3, 3, 4, 1, 1, 0, 1, 0, 0]
2.185519 & [2, 1, 2, 2, 1, 1, 0, 4, 3, 2, 3]
2.307493 & [5, 2, 3, 0, 0, 0, 3, 3, 1, 4, 4]
2.185519 & [3, 0, 3, 3, 1, 1, 3, 0, 4, 0, 2]
2.185519 & [2, 4, 0, 3, 1, 1, 2, 2, 3, 3, 3]
2.185519 & [1, 0, 2, 0, 0, 1, 1, 1, 3, 3, 4]
2.307493 & [3, 1, 2, 0, 0, 0, 5, 5, 4, 1, 5]
2.185519 & [0, 2, 1, 0, 1, 0, 0, 4, 4, 3, 4]
2.185519 & [4, 1, 1, 2, 2, 1, 0, 3, 0, 0, 0]
2.185519 & [2, 1, 1, 1, 0, 3, 0, 4, 4, 0, 0]
2.307493 & [5, 3, 3, 0, 0, 0, 3, 2, 1, 4, 1]
2.185519 & [0, 3, 0, 0, 3, 3, 0, 4, 2, 1, 1]
2.307493 & [1, 0, 0, 0, 1, 4, 3, 5, 2, 2, 1]
2.281611 & [1, 1, 3, 0, 0, 2, 1, 1, 1, 1, 1]
2.281611 & [2, 0, 0, 1, 3, 3, 0, 0, 0, 0, 0]
2.307493 & [3, 4, 4, 4, 0, 2, 5, 0, 0, 3, 1]
2.185519 & [1, 1, 1, 2, 4, 4, 0, 1, 0, 0, 3]
2.185519 & [2, 3, 4, 3, 1, 0, 0, 1, 1, 0, 1]
2.185519 & [0, 3, 1, 4, 4, 4, 0, 0, 0, 2, 2]
2.307493 & [0, 1, 2, 2, 3, 5, 5, 5, 4, 0, 0]
2.185519 & [1, 0, 2, 2, 0, 0, 3, 3, 1, 1, 3]
2.307493 & [4, 0, 0, 4, 4, 5, 1, 3, 1, 2, 1]
2.185519 & [4, 3, 2, 3, 1, 4, 0, 0, 0, 0, 4]
2.185519 & [0, 2, 0, 0, 2, 2, 3, 1, 2, 4, 1]
2.208052 & [1, 1, 1, 1, 0, 0, 1, 2, 0, 1, 2]
2.307493 & [2, 2, 0, 5, 5, 5, 4, 3, 2, 1, 1]
2.185519 & [2, 2, 0, 2, 0, 0, 3, 0, 1, 4, 1]
2.185519 & [4, 4, 0, 4, 3, 3, 0, 1, 0, 2, 0]
2.185519 & [2, 3, 4, 2, 2, 0, 1, 3, 0, 0, 0]
2.560971 & [1, 1, 1, 3, 0, 2, 4, 1, 2, 2, 2]
2.556912 & [1, 2, 2, 1, 3, 1, 0, 2, 2, 2, 2]
2.556912 & [1, 2, 2, 0, 3, 2, 1, 1, 1, 1, 1]
2.560971 & [0, 1, 1, 1, 1, 1, 2, 4, 0, 3, 4]
2.560971 & [1, 4, 3, 0, 2, 1, 0, 3, 3, 3, 3]
2.560971 & [1, 3, 0, 0, 0, 1, 1, 3, 3, 2, 3]
2.560971 & [1, 1, 1, 1, 2, 0, 4, 0, 2, 1, 3]
2.556912 & [0, 2, 0, 1, 0, 3, 1, 1, 1, 1, 1]
2.556912 & [0, 3, 0, 0, 1, 0, 0, 0, 2, 2, 2]
2.560971 & [4, 4, 0, 4, 4, 2, 0, 0, 1, 3, 0]
2.560971 & [1, 1, 1, 1, 4, 0, 2, 1, 0, 3, 2]
2.560971 & [2, 0, 0, 0, 3, 1, 0, 2, 2, 2, 4]
2.534041 & [3, 4, 0, 2, 1, 5, 0, 0, 0, 0, 0]
2.560971 & [0, 3, 1, 1, 1, 0, 0, 2, 1, 2, 2]
2.560971 & [2, 1, 1, 1, 0, 0, 3, 0, 2, 2, 0]
2.560971 & [1, 2, 0, 0, 0, 0, 4, 2, 3, 2, 2]
2.556912 & [0, 0, 0, 0, 3, 1, 0, 0, 1, 1, 2]
2.560971 & [3, 1, 1, 2, 1, 0, 0, 0, 2, 2, 2]
2.560971 & [0, 1, 0, 0, 3, 1, 2, 1, 3, 3, 3]
2.560971 & [2, 1, 1, 3, 2, 2, 2, 0, 0, 0, 1]
2.560971 & [3, 2, 3, 4, 0, 0, 1, 1, 0, 0, 0]
